0              1              
0.05           1.103813281    
0.1            1.215512738    
0.15           1.335502702    
0.2            1.464208238    
0.25           1.602076202    
0.3            1.749576362    
0.35           1.907202571    
0.4            2.075474003    
0.45           2.254936451    
0.5            2.446163689    
0.55           2.649758911    
0.6            2.866356237    
0.65           3.0966223      
0.7            3.341257911    
0.75           3.600999812    
0.8            3.876622519    
0.85           4.168940258    
0.9            4.478809002    
0.95           4.80712861     
1.0            5.154845078    
0              1              
0.05           1.052542086    
0.1            1.110341618    
0.15           1.173668149    
0.2            1.242805056    
0.25           1.318050242    
0.3            1.399716885    
0.35           1.488134222    
0.4            1.583648367    
0.45           1.686623181    
0.5            1.797441181    
0.55           1.916504496    
0.6            2.044235872    
0.65           2.18107973     
0.7            2.327503277    
0.75           2.483997674    
0.8            2.651079265    
0.85           2.829290866    
0.9            3.019203125    
0.95           3.221415949    
1.0            3.43656        
0              1              
0.05           1.052542086    
0.1            1.110341618    
0.15           1.173668149    
0.2            1.242805056    
0.25           1.318050242    
0.3            1.399716885    
0.35           1.488134222    
0.4            1.583648367    
0.45           1.686623181    
0.5            1.797441181    
0.55           1.916504496    
0.6            2.044235872    
0.65           2.18107973     
0.7            2.327503277    
0.75           2.483997674    
0.8            2.651079265    
0.85           2.829290866    
0.9            3.019203125    
0.95           3.221415949    
1.0            3.43656        
